NUMERO_BOLETIM;DATAHORA_BOLETIM;DATA_INCLUSAO;TIPO_ACIDENTE;DESC_TIPO_ACIDENTE;COD_TEMPO;DESC_TEMPO;COD_PAVIMENTO;PAVIMENTO;COD_REGIONAL;DESC_REGIONAL;ORIGEM_BOLETIM;LOCAL_SINALIZADO;VELOCIDADE_PERMITIDA;COORDENADA_X;COORDENADA_Y;HORA_INFORMADA;INDICADOR_FATALIDADE;VALOR_UPS;DESCRIÇÃO_UPS;DATA_ALTERACAO_SMSA;VALOR_UPS_ANTIGA;DESCRIÇÃO_UPS_ANTIGA
2021-046445900-001;25/09/202111:37;25/09/202111:40;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000605541.32;0007797823.39;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046446870-001;25/09/202111:38;25/09/202111:53;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000611510.47;0007795992.72;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046447194-001;25/09/202111:25;25/09/202111:58;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000610741.49;0007794187.54;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046449228-001;25/09/202111:48;25/09/202112:26;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000612186.53;0007798584.14;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046454010-001;25/09/202111:48;25/09/202113:27;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046454810-001;25/09/202113:00;25/09/202113:37;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000605835.52;0007798623.87;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046455896-002;25/09/202102:01;27/09/202112:08;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIACIVIL;NÃO;0;0000610222.01;0007796044.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046456611-001;25/09/202113:27;25/09/202113:54;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000610209.15;0007806131.67;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046460215-001;25/09/202113:26;25/09/202114:24;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000602621.37;0007798948.77;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046464399-001;25/09/202114:09;25/09/202114:46;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000613193.86;0007800538.87;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046465365-001;25/09/202111:30;25/09/202114:52;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000611557.63;0007800450.14;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046470957-001;25/09/202113:18;25/09/202115:22;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000611304.51;0007796499.62;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046474641-002;25/09/202114:48;25/09/202115:58;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000605510.09;0007792077.77;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046475780-001;24/09/202118:10;25/09/202115:53;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000616557.51;0007804683.15;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046476220-001;25/09/202115:09;25/09/202116:40;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000603954.65;0007788701.50;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046482899-001;25/09/202115:58;25/09/202116:32;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000604108.08;0007799347.75;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046494984-001;25/09/202117:10;25/09/202117:49;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000614191.71;0007797949.86;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046497947-001;25/09/202117:01;25/09/202118:07;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046500115-001;25/09/202117:01;25/09/202118:21;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;0;;POLICIAMILITAR;NÃO;0;0000602912.74;0007790616.23;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046501107-001;25/09/202117:22;25/09/202118:26;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;0;;POLICIAMILITAR;NÃO;0;0000605328.42;0007788787.73;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046501200-001;25/09/202118:23;25/09/202118:26;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000602456.38;0007796778.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046518790-001;25/09/202119:36;25/09/202120:17;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606087.94;0007802451.26;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046520172-001;25/09/202119:53;25/09/202120:24;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046520997-001;25/09/202120:00;25/09/202120:30;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000615346.10;0007805427.05;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046521452-001;25/09/202120:01;25/09/202120:33;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000612592.29;0007795697.27;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046521621-001;25/09/202120:20;25/09/202120:34;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000607845.78;0007809610.56;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046529041-001;25/09/202120:55;25/09/202121:23;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608039.47;0007791195.38;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046530388-001;25/09/202121:29;25/09/202121:33;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000607030.57;0007795771.86;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046540669-001;25/09/202121:34;25/09/202122:44;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-046541663-001;25/09/202122:20;25/09/202123:51;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000610037.70;0007798331.32;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028212699-001;11/06/202114:49;11/06/202115:27;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000613074.95;0007805434.19;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028215649-001;23/05/202112:30;14/06/202111:53;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIACIVIL;NÃO;0;0000613614.20;0007796858.99;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028229720-001;11/06/202116:00;11/06/202116:48;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000603726.17;0007799444.22;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028230493-001;11/06/202116:49;11/06/202116:51;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000603954.65;0007788701.50;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028232044-001;11/06/202115:42;11/06/202116:58;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608325.38;0007791578.86;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028240131-001;11/06/202117:00;11/06/202117:40;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000601154.66;0007787689.98;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028255970-002;11/06/202117:48;11/06/202119:33;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000606469.13;0007808269.42;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028256450-001;11/06/202117:51;11/06/202119:22;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000612469.68;0007798811.79;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028257953-001;11/06/202118:30;11/06/202119:32;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610824.19;0007796609.32;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028258330-001;11/06/202118:45;11/06/202119:34;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000608550.21;0007789129.68;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028258434-001;11/06/202119:28;11/06/202119:35;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028280315-001;11/06/202122:00;11/06/202122:02;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612479.38;0007802935.65;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028292019-001;11/06/202123:16;11/06/202123:17;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000600959.42;0007787593.73;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028302570-001;12/06/202100:03;12/06/202101:17;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;70;0000605835.52;0007798623.87;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028307651-001;12/06/202101:04;12/06/202101:49;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000603174.80;0007790110.85;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028315448-002;12/06/202104:15;14/06/202110:05;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;20;LESTE;POLICIACIVIL;NÃO;0;0000612326.90;0007798153.41;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028332354-001;12/06/202109:18;12/06/202109:58;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000611997.43;0007801198.10;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028336010-001;12/06/202110:00;12/06/202110:37;H04000;QUEDADEPESSOADEVEICULO;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611490.22;0007797259.56;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028339841-001;12/06/202110:45;12/06/202111:18;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000612979.71;0007802264.29;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028341800-001;12/06/202110:48;12/06/202111:41;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610653.02;0007807381.99;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028346871-001;12/06/202112:03;12/06/202112:48;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000605027.20;0007797323.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028347155-001;12/06/202112:30;12/06/202112:52;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000613676.20;0007805049.50;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028359830-001;12/06/202112:53;12/06/202114:43;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611402.49;0007794275.04;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028362680-001;12/06/202114:28;12/06/202115:02;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604466.43;0007800481.64;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028366242-001;12/06/202113:44;12/06/202115:25;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;24;OESTE;POLICIAMILITAR;NÃO;0;0000606523.74;0007792327.43;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028366346-001;12/06/202114:03;12/06/202115:24;H06002;ATROPELAMENTODEPESSOASEMVITIMAFATAL;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606167.53;0007802673.28;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028370827-001;12/06/202114:33;12/06/202115:48;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000606132.96;0007803856.14;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028372450-001;12/06/202114:12;12/06/202115:58;H08002;CHOQUEMECANICOCOMVITIMA;4;NUBLADO;1;ASFALTO;20;LESTE;POLICIAMILITAR;NÃO;0;0000614148.46;0007798036.93;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028372932-001;10/06/202118:30;12/06/202116:01;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000607018.36;0007801027.03;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028373062-001;12/06/202115:57;12/06/202116:02;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;21;NORDESTE;POLICIAMILITAR;NÃO;0;0000610967.92;0007801085.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028390988-001;12/06/202117:20;12/06/202117:55;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000607994.11;0007799950.63;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028401676-001;11/06/202123:30;12/06/202119:04;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000611931.69;0007805156.70;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028405477-001;12/06/202119:23;12/06/202119:27;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605976.01;0007802138.32;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028408022-001;12/06/202119:30;12/06/202119:50;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000611355.44;0007797046.30;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028411903-001;12/06/202117:20;12/06/202120:12;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028412375-001;12/06/202120:09;12/06/202120:15;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000611315.67;0007805101.76;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028415864-001;12/06/202120:02;12/06/202120:40;H09002;COLISAODEVEICULOSCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000604060.09;0007804804.19;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028417590-001;12/06/202120:49;12/06/202120:55;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000611597.13;0007804594.75;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028419680-001;12/06/202120:41;12/06/202121:08;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000606217.87;0007798647.84;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028433070-001;12/06/202122:34;12/06/202123:05;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000604809.95;0007796448.43;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028438542-001;12/06/202122:15;12/06/202123:21;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000610498.33;0007808593.13;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028454692-001;13/06/202100:50;13/06/202101:56;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000608840.06;0007804069.99;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028482267-001;13/06/202110:23;13/06/202110:46;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000604475.50;0007809000.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028487701-001;13/06/202111:54;13/06/202111:59;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605976.01;0007802138.32;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028489375-001;13/06/202111:27;13/06/202112:23;H08002;CHOQUEMECANICOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000613742.35;0007805374.80;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028494772-001;13/06/202113:15;13/06/202113:43;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;23;NORTE;POLICIAMILITAR;NÃO;0;0000000000.00;0000000000.00;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028495541-001;13/06/202112:48;13/06/202113:52;H06001;ATROPELAMENTODEPESSOACOMVITIMAFATAL;1;BOM;1;ASFALTO;19;CENTRO-SUL;POLICIAMILITAR;NÃO;0;0000610370.16;0007797451.51;SIM;SIM;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028505129-001;13/06/202112:30;13/06/202115:05;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000607607.16;0007809757.58;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028514104-001;13/06/202116:04;13/06/202116:06;H01002;ABALROAMENTOCOMVITIMA;1;BOM;1;ASFALTO;23;NORTE;POLICIAMILITAR;NÃO;0;0000609940.85;0007805442.88;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028527956-001;13/06/202116:43;13/06/202117:29;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;4;NUBLADO;1;ASFALTO;24;OESTE;POLICIAMILITAR;NÃO;0;0000603196.09;0007795611.12;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028540970-001;13/06/202117:57;13/06/202118:45;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;26;VENDANOVA;POLICIAMILITAR;NÃO;0;0000608045.93;0007810233.46;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028543491-001;13/06/202116:48;13/06/202119:01;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;18;BARREIRO;POLICIAMILITAR;NÃO;0;0000605247.58;0007789934.71;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028559137-001;13/06/202120:43;13/06/202120:55;H09002;COLISAODEVEICULOSCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605836.61;0007798624.66;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028560997-001;13/06/202118:45;13/06/202121:10;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000605859.45;0007798641.15;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028573682-001;13/06/202121:46;13/06/202122:41;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000603667.13;0007805610.70;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028574690-001;13/06/202122:11;13/06/202122:48;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;22;NOROESTE;POLICIAMILITAR;NÃO;0;0000609100.08;0007798253.49;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028576830-001;13/06/202123:00;13/06/202123:02;H01002;ABALROAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000602635.24;0007803193.85;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028582432-001;13/06/202123:42;13/06/202123:45;H08002;CHOQUEMECANICOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605056.56;0007805047.26;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
2021-028585148-001;13/06/202123:31;14/06/202100:12;H02002;CAPOTAMENTO/TOMBAMENTOCOMVITIMA;0;NAOINFORMADO;0;NAOINFORMADO;25;PAMPULHA;POLICIAMILITAR;NÃO;0;0000605734.67;0007805735.62;SIM;NÃO;0;NÃOINFORMADO;00/00/0000;0;NÃOINFORMADO
